0,0
0.265338,46.2247
0.674576,67.5864
0.979506,76.7386
1.33354,81.5284
1.63822,89.8084
2.04403,99.3945
2.34706,102.005
2.64932,101.998
3.00311,105.916
3.86232,115.492
4.51938,122.892
5.27619,126.801
5.98173,127.658
6.68701,127.642
7.44268,127.626
8.14821,128.483
8.8535,128.467
9.55866,128.016
10.1634,128.875
10.9702,131.474
11.7263,132.766
12.3822,136.241
13.0874,135.789
13.7923,134.465
14.5481,134.885
15.2532,134.434
15.9588,135.29
16.7139,133.529
17.3181,132.208
18.1252,136.115
18.7289,133.049
19.4851,134.777
