0.0001	0.0001
0.14234	1.28525
0.284799	1.80209
0.373806	2.31721
0.445035	2.57563
0.534003	3.3469
0.729913	3.86545
0.819	3.8683
0.925903	3.87172
1.01499	3.87457
1.15749	4.13528
1.21094	4.13699
1.29999	4.39598
1.35352	3.88541
1.54947	4.14783
1.63859	3.89454
1.72768	3.89739
1.81673	4.15638
1.8524	3.90139
1.95935	3.64867
2.04843	3.65152
2.13748	3.91051
2.28006	3.65894
2.387	3.40623
2.47609	3.40908
2.58303	3.15636
2.72557	3.16093
2.81465	3.16378
2.9216	2.91107
3.13545	2.66177
3.20667	2.92019
3.26013	2.9219
3.3314	2.92419
3.43834	2.67147
3.52743	2.67432
3.65215	2.67832
3.74127	2.42503
3.97282	2.94472
4.06198	2.4353
4.15107	2.43815
4.25801	2.18544
4.36488	2.445
4.47178	2.44842
4.59654	2.19628
4.72122	2.45641
4.81031	2.45926
4.8994	2.46211
4.98852	2.20883
5.13114	1.70112
5.22023	1.70397
5.29146	1.96239
5.48741	2.2248
5.55867	2.22708
5.66562	1.97437
5.80816	1.97893
5.89724	1.98178
5.98641	1.47236
6.07546	1.73135
6.34268	1.99604
6.48529	1.48833
6.55652	1.74675
6.6991	1.49518
6.85938	2.01259
6.94846	2.01544
7.05537	2.01886
7.12668	1.76501
7.2514	1.769
7.34052	1.51572
7.48302	1.77642
7.51227	1.77642
