0,0
0.0595953,1.02978
0.198963,2.83489
0.338599,4.12768
0.498279,5.42218
0.597961,6.45539
0.777952,7.23927
0.937632,8.53377
1.1378,9.06321
1.23815,8.81561
1.35801,9.59436
1.39797,9.85395
1.51809,10.1204
1.57756,11.4063
1.69742,12.1851
1.79696,13.4744
1.89651,14.7638
2.01597,16.311
2.05579,16.8268
2.15574,17.3477
2.29551,18.3843
2.43528,19.4209
2.51505,20.1963
2.63505,20.7188
2.71509,20.9819
2.87544,20.9956
2.97525,21.7726
3.11516,22.5531
3.29515,23.3369
3.37519,23.6
3.49505,24.3787
3.69549,24.3958
3.83526,25.4325
4.03596,24.9372
4.21635,24.9526
4.31697,24.1927
4.45781,23.1801
4.63821,23.1955
4.77905,22.1828
5.05899,23.4876
5.19849,25.0365
5.29858,25.3012
5.45826,26.5957
5.59803,27.6324
5.71802,28.155
5.83788,28.9337
5.93783,29.4546
6.078,29.7227
6.23808,30.2487
6.43865,30.0097
6.57896,30.0217
6.79971,29.5282
6.93988,29.7963
7.1808,29.0484
7.32138,28.548
7.58181,28.8264
7.90278,28.3415
8.08344,27.8446
8.20424,26.8302
8.2637,28.1162
